customer_zip_code_prefix,customer_city,customer_state,geolocation_lat,geolocation_lng,customer_count
26310,queimados,RJ,-22.71769036507631,-43.56406590011273,9
49010,aracaju,SE,-10.912450687557357,-37.05343453122495,9
48905,juazeiro,BA,-9.424205163318078,-40.494066691439656,9
48890,valente,BA,-11.410907884755225,-39.462797775734366,9
45208,jequie,BA,-13.86640889848358,-40.06886553103464,9
6412,barueri,SP,-23.497200997113797,-46.880992482380954,9
21070,rio de janeiro,RJ,-22.843914411682647,-43.283779066776354,9
21032,rio de janeiro,RJ,-22.860376601769172,-43.255669827757195,9
21040,rio de janeiro,RJ,-22.858267172627272,-43.25269222978843,9
45658,ilheus,BA,-14.778697541236195,-39.05732606895031,9
45655,ilheus,BA,-14.822844251231132,-39.03190895015059,9
45445,camamu,BA,-13.949892230855664,-39.11166935758069,9
71920,brasilia,DF,-15.830105293829563,-48.032348901887126,9
71928,brasilia,DF,-15.845346178629194,-48.031423828294784,9
17490,piratininga,SP,-22.414599706790426,-49.139359658774346,9
17209,jau,SP,-22.27524896702239,-48.54358425082655,9
17054,bauru,SP,-22.347041144096107,-49.08949941889108,9
5379,sao paulo,SP,-23.56581730152117,-46.75268750755804,9
5382,sao paulo,SP,-23.574634361418234,-46.76198683942051,9
5428,sao paulo,SP,-23.56321806595014,-46.69821444174412,9
5422,sao paulo,SP,-23.566922054158674,-46.68744615053221,9
5411,sao paulo,SP,-23.558419833395508,-46.67754385165926,9
26041,nova iguacu,RJ,-22.709788663568432,-43.465657949741065,9
26011,nova iguacu,RJ,-22.748785105742307,-43.43168107136049,9
26012,nova iguacu,RJ,-22.739120145317514,-43.438923776976765,9
35774,paraopeba,MG,-19.27857905090132,-44.40088546208934,9
35670,mateus leme,MG,-19.99123842180006,-44.42872947177971,9
5425,sao paulo,SP,-23.569185616125903,-46.700107331040556,9
13424,piracicaba,SP,-22.749481886689026,-47.64546148891776,9
26277,nova iguacu,RJ,-22.75365868027963,-43.50568209999401,9
26263,nova iguacu,RJ,-22.751116321636196,-43.4803664070067,9
26115,belford roxo,RJ,-22.74102601762666,-43.39058910287586,9
6328,carapicuiba,SP,-23.529082475108467,-46.82595598954184,9
21371,rio de janeiro,RJ,-22.85106228596877,-43.32617884775252,9
21340,rio de janeiro,RJ,-22.871018134717982,-43.35684491471535,9
21360,rio de janeiro,RJ,-22.866945338258187,-43.33478170506691,9
21240,rio de janeiro,RJ,-22.811121030063198,-43.326212799077666,9
3732,sao paulo,SP,-23.511164120976012,-46.53330351309235,9
3734,sao paulo,SP,-23.509934704953285,-46.52515655554452,9
6362,carapicuiba,SP,-23.554275981049827,-46.841445544172025,9
6321,carapicuiba,SP,-23.538497860152063,-46.830558473741036,9
6322,carapicuiba,SP,-23.530075823734474,-46.833395988872084,9
6325,carapicuiba,SP,-23.530162272062586,-46.829344623192675,9
16210,bilac,SP,-21.40261065132153,-50.47539635637737,9
16015,aracatuba,SP,-21.21267464200527,-50.434138792952936,9
16021,aracatuba,SP,-21.227537006658547,-50.45588703268647,9
15991,matao,SP,-21.63768799537827,-48.33536994352243,9
73770,alto paraiso de goias,GO,-14.139317335379074,-47.51689810696474,9
17018,bauru,SP,-22.359934494958647,-49.05132453354305,9
17020,bauru,SP,-22.30620091607491,-49.06662478250964,9
16202,birigui,SP,-21.28525080062919,-50.31903969288288,9
87111,sarandi,PR,-23.448041264613487,-51.869960318427005,9
87140,paicandu,PR,-23.45682094005969,-52.03990549710547,9
87060,maringa,PR,-23.449039756796463,-51.95342305448068,9
13471,americana,SP,-22.726194334553124,-47.337254625787715,9
2516,sao paulo,SP,-23.508975669103542,-46.659385070880624,9
2452,sao paulo,SP,-23.500312073464766,-46.64407821290554,9
25615,petropolis,RJ,-22.496114223843747,-43.156204439943224,9
86840,faxinal,PR,-23.99871143453599,-51.323611356091064,9
86084,londrina,PR,-23.267316407623348,-51.15970440348607,9
86081,londrina,PR,-23.26640620191997,-51.18563600982485,9
25926,mage,RJ,-22.70142395223432,-43.15952521180791,9
4288,sao paulo,SP,-23.6105658135382,-46.61237820566994,9
25901,mage,RJ,-22.648338600540264,-43.0583437917855,9
5469,sao paulo,SP,-23.541128175943864,-46.719557452207845,9
25685,petropolis,RJ,-22.508131637080282,-43.18141468751699,9
25660,petropolis,RJ,-22.512038240121388,-43.204725857599755,9
21775,rio de janeiro,RJ,-22.886952911633603,-43.446644127201374,9
6311,carapicuiba,SP,-23.520892321810788,-46.84578284021309,9
6243,osasco,SP,-23.50355323505828,-46.79825426414906,9
74835,goiania,GO,-16.715788940090025,-49.27402612240441,9
44085,feira de santana,BA,-12.24822298111457,-38.9205404055162,9
44088,feira de santana,BA,-12.269614124371584,-38.95073040385745,9
41905,salvador,BA,-13.003383201229056,-38.474795607239,9
21815,rio de janeiro,RJ,-22.88548385187386,-43.45769280672658,9
3191,sao paulo,SP,-23.568801464537245,-46.57173940927547,9
44572,santo antonio de jesus,BA,-12.939018729427303,-39.26013130843966,9
72460,brasilia,DF,-16.02294658397918,-48.05071815778448,9
72405,brasilia,DF,-15.98529224160679,-48.02990746883389,9
72316,brasilia,DF,-15.865115854974247,-48.078484706176816,9
72241,brasilia,DF,-15.810054104485552,-48.131833957633596,9
24722,sao goncalo,RJ,-22.796501747075485,-42.976229884705035,9
25955,teresopolis,RJ,-22.421689729782344,-42.9672409578695,9
25015,duque de caxias,RJ,-22.780222493712095,-43.31660541678868,9
24931,marica,RJ,-22.93464894999394,-42.88228044187334,9
24933,marica,RJ,-22.956592971962397,-42.88349437707549,9
24744,sao goncalo,RJ,-22.84230016004733,-43.01214322773478,9
85760,capanema,PR,-25.668572737132873,-53.80378605276697,9
85640,ampere,PR,-25.91985831671865,-53.47434392960834,9
25255,duque de caxias,RJ,-22.644539050348147,-43.27860193918141,9
25240,duque de caxias,RJ,-22.645633194906285,-43.28709135535513,9
25212,duque de caxias,RJ,-22.676473601000435,-43.257020025423316,9
25065,duque de caxias,RJ,-22.7574077930847,-43.28687072573676,9
13650,santa cruz das palmeiras,SP,-21.82656001816575,-47.24871819241543,9
2618,sao paulo,SP,-23.468391549400177,-46.649980062504795,9
85892,santa helena,PR,-24.86740625895645,-54.33001889472077,9
6112,osasco,SP,-23.536401844867527,-46.79599574353978,9
21842,rio de janeiro,RJ,-22.868421364534367,-43.47985554134832,9
3821,sao paulo,SP,-23.494508960661726,-46.50334289873976,9
15460,icem,SP,-20.34044521838111,-49.19827509378191,9
8141,sao paulo,SP,-23.5144865677303,-46.39218021781279,9
15502,votuporanga,SP,-20.416363755330895,-49.98500395424029,9
6053,osasco,SP,-23.5591147795387,-46.78762555874676,9
6028,osasco,SP,-23.5461356426017,-46.767263769805204,9
74075,goiania,GO,-16.672833253708525,-49.26887276585588,9
73801,formosa,GO,-15.54095046484551,-47.33733368967047,9
8250,sao paulo,SP,-23.53994436316013,-46.439816187506,9
8191,sao paulo,SP,-23.480853013664593,-46.38305829589599,9
74663,goiania,GO,-16.632315440775844,-49.258279550438246,9
5570,sao paulo,SP,-23.603573787295968,-46.79514648924704,9
24330,niteroi,RJ,-22.901199547746405,-42.991174595669065,9
4211,sao paulo,SP,-23.59233861916049,-46.60651734770442,9
4207,sao paulo,SP,-23.58734432766691,-46.60324253151921,9
36204,barbacena,MG,-21.20846597866159,-43.75933020854842,9
5594,sao paulo,SP,-23.582541073649487,-46.73993690651194,9
84990,arapoti,PR,-24.142597510300845,-49.82236722660047,9
84940,siqueira campos,PR,-23.682446503474555,-49.82328699148567,9
84172,castro,PR,-24.79287620819997,-49.99313307387233,9
83702,araucaria,PR,-25.590865340837354,-49.40299274485168,9
9400,ribeirao pires,SP,-23.711851451612144,-46.41244149883675,9
85540,mangueirinha,PR,-25.940474358861895,-52.17787723251204,9
2722,sao paulo,SP,-23.500840544630766,-46.678335536470705,9
37508,piranguinho,MG,-22.39447928412845,-45.54133645163208,9
83221,paranagua,PR,-25.520025797148804,-48.53487613865822,9
83280,guaratuba,PR,-25.887866961664873,-48.58448614693002,9
83075,sao jose dos pinhais,PR,-25.533598155228827,-49.09013596451583,9
5617,sao paulo,SP,-23.591281998559445,-46.72003054986746,9
23953,angra dos reis,RJ,-23.017119909364308,-44.52777928392437,9
23894,seropedica,RJ,-22.741006794925276,-43.699829819938394,9
23895,seropedica,RJ,-22.746274001626645,-43.708503424610186,9
36774,cataguases,MG,-21.377740328873497,-42.690080353549966,9
36790,mirai,MG,-21.193427607018222,-42.614449696492215,9
36640,mar de espanha,MG,-21.86581058176019,-43.007507724822055,9
24060,niteroi,RJ,-22.88593419631651,-43.1106543708203,9
5639,sao paulo,SP,-23.60924929634277,-46.74028971622014,9
5642,sao paulo,SP,-23.621695328356683,-46.7360229276192,9
83323,pinhais,PR,-25.437225932288545,-49.19396558589781,9
83324,pinhais,PR,-25.425234868690314,-49.18911084076795,9
83321,pinhais,PR,-25.446809987466878,-49.1769727607593,9
37062,varginha,MG,-21.585730297386636,-45.44043792076709,9
36930,simonesia,MG,-20.110674250821898,-41.999729713013636,9
8475,sao paulo,SP,-23.588548090189526,-46.39957872251529,9
15010,sao jose do rio preto,SP,-20.813216120413106,-49.381710860149255,9
14955,borborema,SP,-21.620786398855515,-49.074917989060566,9
14871,jaboticabal,SP,-21.26692465857004,-48.33003525718093,9
75113,anapolis,GO,-16.326567467398455,-48.94157776675531,9
3131,sao paulo,SP,-23.578872986402207,-46.579628694029914,9
75388,trindade,GO,-16.652981678198042,-49.483372013403034,9
15290,buritama,SP,-21.067287508771535,-50.14440187114213,9
15105,potirendaba,SP,-21.045033707741553,-49.37615780505847,9
15070,sao jose do rio preto,SP,-20.818007214067112,-49.362320118486714,9
15030,sao jose do rio preto,SP,-20.79658993282142,-49.387674445122684,9
13845,mogi-guacu,SP,-22.356314123198462,-46.9512633640901,9
13807,mogi mirim,SP,-22.409495973729328,-46.95544666295389,9
83701,araucaria,PR,-25.598513896748226,-49.38893006212152,9
2845,sao paulo,SP,-23.468166749101524,-46.69241674056453,9
2802,sao paulo,SP,-23.485528189079872,-46.69543376710276,9
83501,almirante tamandare,PR,-25.312880860427626,-49.29186432419761,9
82320,curitiba,PR,-25.40455664878175,-49.34546729400173,9
82400,curitiba,PR,-25.394747235498823,-49.34443757980698,9
82540,curitiba,PR,-25.39388953858399,-49.25079721106641,9
81900,curitiba,PR,-25.539419304830496,-49.278123419246675,9
81820,curitiba,PR,-25.517906274199433,-49.280643213215164,9
23540,rio de janeiro,RJ,-22.974468021753417,-43.696539704365605,9
23094,rio de janeiro,RJ,-22.876209770242788,-43.51981673638026,9
23097,rio de janeiro,RJ,-22.85109676327036,-43.53613869095038,9
75920,santa helena de goias,GO,-17.813130272653,-50.59644488893644,9
21911,rio de janeiro,RJ,-22.7900819429952,-43.17257319356364,9
3087,sao paulo,SP,-23.530395619220243,-46.5659723566192,9
39660,turmalina,MG,-17.299749885046513,-42.73241020739489,9
39600,aracuai,MG,-16.882338803976648,-42.08993711129527,9
41620,salvador,BA,-12.94468878849831,-38.35952391804705,9
41195,salvador,BA,-12.944592597442202,-38.45712036100192,9
41150,salvador,BA,-12.95860728814793,-38.467437322682436,9
3111,sao paulo,SP,-23.56018268375286,-46.60439300394291,9
3110,sao paulo,SP,-23.557606137546625,-46.6071959006922,9
39820,novo cruzeiro,MG,-17.460076462397126,-41.88544113747723,9
37250,nepomuceno,MG,-21.236352172815856,-45.23626913181331,9
37260,perdoes,MG,-21.096165638552552,-45.08823599152949,9
37150,carmo do rio claro,MG,-20.971610978511645,-46.12132992617943,9
37650,camanducaia,MG,-22.75549974414299,-46.14001332890425,9
37557,pouso alegre,MG,-22.242433973563504,-45.94228025243746,9
5761,sao paulo,SP,-23.635489059943243,-46.766593339586954,9
81530,curitiba,PR,-25.461016473603145,-49.23106387131832,9
4142,sao paulo,SP,-23.61189269858181,-46.63060941656349,9
4127,sao paulo,SP,-23.60164020391801,-46.62995639142875,9
14022,ribeirao preto,SP,-21.229870113808598,-47.787102468007,9
13972,itapira,SP,-22.432932956159277,-46.81436237994546,9
13976,itapira,SP,-22.423670477262608,-46.83237363814914,9
13950,lindoia,SP,-22.52341229265341,-46.64639741174917,9
40155,salvador,BA,-13.004445893197024,-38.51820627608675,9
3041,sao paulo,SP,-23.54923674831532,-46.61994837184735,9
78250,pontes e lacerda,MT,-15.235746482425006,-59.333280230440195,9
78058,cuiaba,MT,-15.576748178629297,-56.02284311315735,9
22421,rio de janeiro,RJ,-22.982140216547382,-43.206875250730356,9
5885,sao paulo,SP,-23.67502806167971,-46.785655704009564,9
5887,sao paulo,SP,-23.678377766434167,-46.79756866766876,9
5877,sao paulo,SP,-23.691886310998093,-46.79068226944645,9
5858,sao paulo,SP,-23.667488769523878,-46.78230624492152,9
3951,sao paulo,SP,-23.58654972414455,-46.488694256580914,9
4004,sao paulo,SP,-23.57375699528639,-46.64628032471806,9
3984,sao paulo,SP,-23.606923245485127,-46.512386302516774,9
39330,brasilia de minas,MG,-16.215706428560953,-44.433944447941585,9
39280,buritizeiro,MG,-17.364555680535215,-44.984647236468014,9
38950,ibia,MG,-19.515039180739823,-46.56160823512746,9
38747,patrocinio,MG,-18.942431542076708,-46.985211427771375,9
14770,colina,SP,-20.71615282762481,-48.53525462335842,9
3058,sao paulo,SP,-23.5390781100868,-46.59060270875656,9
5773,sao paulo,SP,-23.635024986038115,-46.75501165480173,9
22773,rio de janeiro,RJ,-22.94846910030558,-43.364489898207424,9
2977,sao paulo,SP,-23.470777121927593,-46.71443121107412,9
79823,dourados,MS,-22.215327311805318,-54.83513016636889,9
4088,sao paulo,SP,-23.605905918512416,-46.661276579305856,9
37968,monte santo de minas,MG,-21.01108618935938,-46.81173307883256,9
37890,muzambinho,MG,-21.368981491695624,-46.523156559190284,9
37810,guaranesia,MG,-21.301969203940768,-46.79344313786243,9
14057,ribeirao preto,SP,-21.132829205340816,-47.846432827881905,9
4122,sao paulo,SP,-23.602705431158114,-46.62176814565115,9
4126,sao paulo,SP,-23.59857912413625,-46.630801434892334,9
79112,campo grande,MS,-20.441781015109182,-54.655910560286465,9
79032,campo grande,MS,-20.4379114973018,-54.5744618473099,9
8694,suzano,SP,-23.511192262104753,-46.29582111132435,9
22715,rio de janeiro,RJ,-22.923355641776098,-43.383046917508274,9
38160,nova ponte,MG,-19.3364369651837,-47.113221804399366,9
38175,santa juliana,MG,-19.31600396028638,-47.52829292656992,9
38181,araxa,MG,-19.575738799221277,-46.93172776145897,9
38705,patos de minas,MG,-18.595028900819276,-46.50050758304553,9
8587,itaquaquecetuba,SP,-23.431030687048217,-46.31623836570542,9
14240,cajuru,SP,-21.27443256482517,-47.30547622191414,9
4055,sao paulo,SP,-23.619125339591076,-46.64131604638057,9
78015,cuiaba,MT,-15.608747432436557,-56.086287763025894,9
77023,palmas,TO,-10.233040367517955,-48.32213221891963,9
12943,atibaia,SP,-23.127776892616296,-46.56912055201629,9
99250,serafina correa,RS,-28.7127705935721,-51.93407780760516,9
12917,braganca paulista,SP,-22.98121294137304,-46.54768553078246,9
97650,itaqui,RS,-29.132686047022418,-56.55202563098084,9
12229,sao jose dos campos,SP,-23.2697082798542,-45.86456680334708,9
12231,sao jose dos campos,SP,-23.224372002311345,-45.88205980388528,9
98900,santa rosa,RS,-27.865358274962087,-54.470127802309875,9
4845,sao paulo,SP,-23.747072329442975,-46.69129515264186,9
13034,campinas,SP,-22.90936912513257,-47.09076806719007,9
1401,sao paulo,SP,-23.575807250351687,-46.6586546272466,9
1312,sao paulo,SP,-23.554793872613402,-46.64961491794625,9
29702,colatina,ES,-19.54551718490543,-40.63413418662913,9
29703,colatina,ES,-19.52371016348674,-40.639323209262486,9
4854,sao paulo,SP,-23.746937065245564,-46.69079514460872,9
4856,sao paulo,SP,-23.769909984438026,-46.68609058077874,9
97030,santa maria,RS,-29.70669904579279,-53.87216415148998,9
96740,arroio dos ratos,RS,-30.089920662146096,-51.73152450330508,9
12209,sao jose dos campos,SP,-23.178000475176187,-45.88381771655037,9
1151,sao paulo,SP,-23.531641584683715,-46.656288753249086,9
1153,sao paulo,SP,-23.529930846298754,-46.653549086904356,9
1154,sao paulo,SP,-23.530535897249937,-46.65929570388055,9
12380,santa branca,SP,-23.39928048418671,-45.88538560664444,9
12620,piquete,SP,-22.60890713530282,-45.1833131511937,9
97573,santana do livramento,RS,-30.887786395003857,-55.537168260597156,9
12926,braganca paulista,SP,-22.922120847709277,-46.540070156788154,9
12908,braganca paulista,SP,-22.93517026970304,-46.54502290270544,9
12912,braganca paulista,SP,-22.95116316531688,-46.53448031933412,9
29850,ecoporanga,ES,-18.36881608995012,-40.82597415326898,8
97574,santana do livramento,RS,-30.89510433824259,-55.52544617365127,8
1220,sao paulo,SP,-23.544514011109737,-46.64603990221942,8
12906,braganca paulista,SP,-22.939152964330194,-46.549405716769236,8
12910,braganca paulista,SP,-22.941403551092012,-46.53164697568854,8
12914,braganca paulista,SP,-22.964802783097714,-46.53441931528525,8
12400,pindamonhangaba,SP,-22.926357443984426,-45.46285091085812,8
12712,cruzeiro,SP,-22.56115136720201,-44.95953380184062,8
12604,lorena,SP,-22.731494876815482,-45.10876763793231,8
12605,lorena,SP,-22.738001173548327,-45.09597930974519,8
29980,pinheiros,ES,-18.410899011847384,-40.219401752231356,8
1233,sao paulo,SP,-23.536246540149957,-46.66166521796578,8
96300,jaguarao,RS,-32.56105729568267,-53.378113690387714,8
96090,pelotas,RS,-31.75992162922645,-52.23554163696004,8
96080,pelotas,RS,-31.751071747621015,-52.3232017075999,8
1202,sao paulo,SP,-23.533742576459336,-46.64828045105447,8
97035,santa maria,RS,-29.692851374341796,-53.85109147238334,8
97045,santa maria,RS,-29.674157805917048,-53.80320028856753,8
96610,encruzilhada do sul,RS,-30.544711212440724,-52.52372179022532,8
96506,cachoeira do sul,RS,-30.04166839423788,-52.895493636142135,8
12212,sao jose dos campos,SP,-23.155406439486104,-45.89963152591728,8
29785,vila valerio,ES,-18.994923624409637,-40.383087196982125,8
29725,marilandia,ES,-19.412026310370646,-40.54293876855565,8
29730,baixo guandu,ES,-19.512568777088724,-41.012926255435566,8
30855,belo horizonte,MG,-19.9221153619925,-44.01358155581232,8
29144,cariacica,ES,-20.347321676920753,-40.395441964690995,8
13051,campinas,SP,-22.959176341060605,-47.08841447100673,8
13053,campinas,SP,-23.02493387065307,-47.11602451997855,8
13043,campinas,SP,-22.934052783934792,-47.04149327512879,8
11722,praia grande,SP,-24.001499900399846,-46.4498635167305,8
1408,sao paulo,SP,-23.56711189502811,-46.66081341581779,8
60410,fortaleza,CE,-3.763645860818206,-38.539839250582176,8
94910,cachoeirinha,RS,-29.95269333551591,-51.09779064077645,8
94475,viamao,RS,-30.073697217292164,-51.09314841270517,8
13065,campinas,SP,-22.88166297959637,-47.126000666911445,8
30690,belo horizonte,MG,-19.977664602281052,-44.04969652161651,8
30642,belo horizonte,MG,-19.98313195328475,-44.01222423599674,8
4734,sao paulo,SP,-23.642557650665786,-46.69829417797877,8
30516,belo horizonte,MG,-19.951640378337576,-43.99014732257203,8
4696,sao paulo,SP,-23.669413859519103,-46.70246251262525,8
60712,fortaleza,CE,-3.8006973441168093,-38.5663343163709,8
64048,teresina,PI,-5.070480880322781,-42.78958969816073,8
64001,teresina,PI,-5.0908435368933915,-42.80492192780676,8
64006,teresina,PI,-5.0530118282385645,-42.81479234612184,8
63500,iguatu,CE,-6.359437670698037,-39.29189215047046,8
63430,ico,CE,-6.400125364972757,-38.86025558900954,8
95080,caxias do sul,RS,-29.173683520686257,-51.18183383155813,8
95012,caxias do sul,RS,-29.172669488726473,-51.21072933509023,8
19840,maracai,SP,-22.615059082577268,-50.66808209417246,8
6815,embu das artes,SP,-23.65280039493693,-46.8151010315692,8
19813,assis,SP,-22.64495965518853,-50.40256692101122,8
19815,assis,SP,-22.655662293967403,-50.39542900698363,8
19500,martinopolis,SP,-22.148084858468284,-51.16954949489018,8
3502,sao paulo,SP,-23.536528170512202,-46.54238297128411,8
3461,sao paulo,SP,-23.56988247931966,-46.525535956916954,8
60762,fortaleza,CE,-3.8155137052315964,-38.57712076901421,8
14808,araraquara,SP,-21.82152967191702,-48.14485939614036,8
14580,guara,SP,-20.43217689916522,-47.82416381617847,8
3067,sao paulo,SP,-23.53775963910294,-46.57342741029837,8
3978,sao paulo,SP,-23.62102017825679,-46.50454460959744,8
38810,rio paranaiba,MG,-19.199423707009597,-46.2432189718757,8
5856,sao paulo,SP,-23.651663543777676,-46.78428698989416,8
40270,salvador,BA,-12.971269306901323,-38.487835752230176,8
3928,sao paulo,SP,-23.60559733202136,-46.50215173897916,8
37757,poco fundo,MG,-21.780150901757477,-45.967467696634145,8
5797,sao paulo,SP,-23.654779221446987,-46.77239155052198,8
5790,sao paulo,SP,-23.641863142903308,-46.785442169491795,8
2995,sao paulo,SP,-23.444271689442214,-46.73898865697958,8
79950,navirai,MS,-23.06107639693415,-54.20037679183215,8
8552,poa,SP,-23.528382181486563,-46.3537887027251,8
8536,ferraz de vasconcelos,SP,-23.541286776973788,-46.385425350081846,8
8526,ferraz de vasconcelos,SP,-23.556512244298634,-46.38300847247897,8
14092,ribeirao preto,SP,-21.177709840485356,-47.76782007545163,8
14079,ribeirao preto,SP,-21.13412286466589,-47.745779042280645,8
14065,ribeirao preto,SP,-21.1339716932665,-47.832311243838774,8
14031,ribeirao preto,SP,-21.20102722747161,-47.84481434920348,8
4086,sao paulo,SP,-23.610639731947213,-46.66027830199002,8
4089,sao paulo,SP,-23.60727718166227,-46.66109337422718,8
38017,uberaba,MG,-19.74019853574193,-47.924792987864244,8
38020,uberaba,MG,-19.7606893240896,-47.94687145770199,8
5853,sao paulo,SP,-23.65955686100653,-46.751772689096356,8
5818,sao paulo,SP,-23.66502455829833,-46.73172064487062,8
22611,rio de janeiro,RJ,-23.008068841447862,-43.29861176534447,8
79060,campo grande,MS,-20.50941895253068,-54.59724622190089,8
79005,campo grande,MS,-20.47289510099868,-54.625700499783306,8
78500,colider,MT,-10.804773825870669,-55.45771049615255,8
8690,suzano,SP,-23.49809915521164,-46.315955832139096,8
8630,suzano,SP,-23.646688575359875,-46.32689397677152,8
40110,salvador,BA,-12.993185679998648,-38.5214563977689,8
39935,santo antonio do jacinto,MG,-16.534602275326026,-40.19046460759673,8
39730,virginopolis,MG,-18.813867941106725,-42.70136228778343,8
39670,itamarandiba,MG,-17.860280171639676,-42.86198587095291,8
41635,salvador,BA,-12.934048778466853,-38.35925965852837,8
41260,salvador,BA,-12.927127728054211,-38.41895739955931,8
41180,salvador,BA,-12.959625645227371,-38.448903846133135,8
40730,salvador,BA,-12.892026355970458,-38.45938456460033,8
23033,rio de janeiro,RJ,-22.955943986568656,-43.60659613358818,8
4182,sao paulo,SP,-23.64169991350553,-46.59873100587562,8
4176,sao paulo,SP,-23.6351441150821,-46.60361073479807,8
4166,sao paulo,SP,-23.642668413700186,-46.60666379640448,8
37443,baependi,MG,-21.961660896718744,-44.88903628055419,8
37310,bom jardim de minas,MG,-21.94855498599183,-44.186545939437465,8
3121,sao paulo,SP,-23.563270061400424,-46.599403915167215,8
40100,salvador,BA,-12.9915512544924,-38.51479858297063,8
23064,rio de janeiro,RJ,-22.90074270257361,-43.58463842554154,8
23068,rio de janeiro,RJ,-22.886458648570237,-43.59762968190717,8
37720,botelhos,MG,-21.648002330268397,-46.39978613617222,8
4131,sao paulo,SP,-23.60634365283654,-46.61793727227997,8
5752,sao paulo,SP,-23.618574568615134,-46.75202097007318,8
5729,sao paulo,SP,-23.634607026145623,-46.735881844474896,8
23062,rio de janeiro,RJ,-22.90265768897671,-43.59917193270753,8
23028,rio de janeiro,RJ,-22.98056296317437,-43.65998986714787,8
78365,sapezal,MT,-13.543400052390023,-58.80819185176762,8
78325,aripuana,MT,-10.185039835290205,-59.460581802148454,8
78049,cuiaba,MT,-15.549336419771551,-56.095239409750214,8
8738,mogi das cruzes,SP,-23.552241458338038,-46.20076519558149,8
13970,itapira,SP,-22.438586857786028,-46.82117857619129,8
13973,itapira,SP,-22.450686016642102,-46.804423016252535,8
2883,sao paulo,SP,-23.44646114640251,-46.701489289354484,8
81570,curitiba,PR,-25.4811560727919,-49.23120920834911,8
82310,curitiba,PR,-25.422299749332037,-49.358725643239765,8
81910,curitiba,PR,-25.532443548837268,-49.26485050867498,8
81920,curitiba,PR,-25.540845338415973,-49.25533776953136,8
9175,santo andre,SP,-23.686359044629963,-46.51707802760376,8
83604,campo largo,PR,-25.46434177212552,-49.555524081905006,8
15410,cajobi,SP,-20.877875377557153,-48.81096248940023,8
8344,sao paulo,SP,-23.60987131416822,-46.44916843361715,8
15190,nhandeara,SP,-20.693537430599775,-50.042499092685674,8
81490,curitiba,PR,-25.587572235495845,-49.33053548025755,8
81520,curitiba,PR,-25.461728859390917,-49.23992036516672,8
81220,curitiba,PR,-25.460704580502057,-49.323931959419916,8
81230,curitiba,PR,-25.461270596046425,-49.33676425400148,8
81150,curitiba,PR,-25.51785360669225,-49.301100560454636,8
81010,curitiba,PR,-25.47926849511713,-49.279852063631864,8
2859,sao paulo,SP,-23.45438412886653,-46.7024386466606,8
82800,curitiba,PR,-25.434402408881812,-49.22670350471233,8
3153,sao paulo,SP,-23.596895686427423,-46.580619253195366,8
8557,poa,SP,-23.512737270121878,-46.34231544074307,8
8560,poa,SP,-23.53080074986904,-46.33535642852005,8
5711,sao paulo,SP,-23.613232778366175,-46.74372391912566,8
5663,sao paulo,SP,-23.614011992536618,-46.72683864111844,8
23510,rio de janeiro,RJ,-22.91973437055113,-43.67148457968753,8
23530,rio de janeiro,RJ,-22.97383432126233,-43.6810761924786,8
81580,curitiba,PR,-25.495181962254442,-49.220452866492025,8
40720,salvador,BA,-12.887204335508844,-38.45817010561163,8
40375,salvador,BA,-12.948662799870498,-38.49355774244956,8
40310,salvador,BA,-12.959485130478768,-38.481382818021615,8
3081,sao paulo,SP,-23.531636030985307,-46.57548705482902,8
76600,goias,GO,-15.938605999778817,-50.142780792093696,8
76510,crixas,GO,-14.540576551279157,-49.96901725828049,8
76170,anicuns,GO,-16.459840612028362,-49.96081462896285,8
76100,sao luis de montes belos,GO,-16.512880224214197,-50.37494301100561,8
23898,seropedica,RJ,-22.80791081625367,-43.644304412473865,8
23906,angra dos reis,RJ,-22.998972337423897,-44.305293524341295,8
37504,itajuba,MG,-22.429258799219888,-45.476201055446914,8
37476,cristina,MG,-22.21042987201982,-45.2646508788708,8
37480,lambari,MG,-21.974223701500048,-45.349168217053055,8
83255,pontal do parana,PR,-25.640064483362185,-48.42767049926185,8
83215,paranagua,PR,-25.567266599388308,-48.565075878874005,8
83035,sao jose dos pinhais,PR,-25.523659951314183,-49.20582349432749,8
14920,nova europa,SP,-21.780472771981888,-48.56577873780284,8
76970,pimenta bueno,RO,-11.687572920711828,-61.17124596903098,8
83402,colombo,PR,-25.347457401819998,-49.22194220493234,8
36955,mutum,MG,-19.826182498347983,-41.43855366446426,8
36773,cataguases,MG,-21.382655116417972,-42.70358535785255,8
36815,fervedouro,MG,-20.72487631162102,-42.305273280395866,8
36730,pirapetinga,MG,-21.661382378379866,-42.349693185518994,8
5633,sao paulo,SP,-23.60001479181681,-46.7396865924674,8
74936,aparecida de goiania,GO,-16.76213311410043,-49.29403499532152,8
74915,aparecida de goiania,GO,-16.744576442862968,-49.27044851139697,8
74885,goiania,GO,-16.697834278484013,-49.247262918023395,8
74890,goiania,GO,-16.747019047249296,-49.20131680417274,8
3186,sao paulo,SP,-23.565561714195844,-46.58163873599627,8
15041,sao jose do rio preto,SP,-20.790373567376047,-49.41826248454062,8
8485,sao paulo,SP,-23.589955075176455,-46.41220586639826,8
8470,sao paulo,SP,-23.59063676727138,-46.40544553714187,8
3152,sao paulo,SP,-23.592552355006298,-46.58181592882135,8
